volatility,index,crash_label,price_change,volume_change,date,Quarter,Regional Feature
-0.5396769488073104,000001.SS,0,0.24872445611648683,-0.12714669426739472,30/9/2006,Q3 2006,1
-0.5069947751666973,000001.SS,0,4.41874366211487,-0.12714669360432482,31/12/2006,Q4 2006,1
-0.3703906754955441,000001.SS,1,1.4863781031445324,-0.12714669350482813,31/3/2007,Q1 2007,1
-0.1757561501495123,000001.SS,0,1.5727198014853394,-0.1271466937911316,30/6/2007,Q2 2007,1
0.00616886380233592,000001.SS,0,3.7784402373809463,-0.12714669431103126,30/9/2007,Q3 2007,1
0.11900081227144156,000001.SS,0,-0.6251691671105281,-0.12714669440130089,31/12/2007,Q4 2007,1
-0.05033110813762881,000001.SS,1,-3.130363038145378,-0.12714669400757597,31/3/2008,Q1 2008,1
-0.14605684631836036,000001.SS,1,-2.016601282362161,-0.12714669410295493,30/6/2008,Q2 2008,1
0.045322437054348665,000001.SS,1,-1.5771494777749229,-0.1271466941604062,30/9/2008,Q3 2008,1
0.11938459657294842,000001.SS,1,-1.9650953682183376,-0.12714669368407744,31/12/2008,Q4 2008,1
-0.11043497324029926,000001.SS,0,2.473431747200873,-0.12714669371391757,31/3/2009,Q1 2009,1
